,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94
459,1322,f2h9c,Have you ever received welfare/TANF?,0,H9.            DID FATHER RECEIVE WELFARE OR TANF IN THE LAST 12 MONTHS?   (H8A1=1),H9C.         Have you ever received welfare or TANF?,1,YES,2  -->  GO TO H10,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1323,f2h9d1,When did you last receive welfare/TANF?-(Month),0,H9.            DID FATHER RECEIVE WELFARE OR TANF IN THE LAST 12 MONTHS?   (H8A1=1),,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1324,f2h9d2,When did you last receive welfare/TANF?-(Year),0,H9.            DID FATHER RECEIVE WELFARE OR TANF IN THE LAST 12 MONTHS?   (H8A1=1),,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1325,f2h10,Do you or child receive SSI?,0,H10.          Do you or (CHILD) receive Supplemental Security Income (SSI)?,H10.          Do you or (CHILD) receive Supplemental Security Income (SSI)?,1,YES,2  -->  GO TO H11,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1326,f2h10a,Who receives SSI?,0,H10.          Do you or (CHILD) receive Supplemental Security Income (SSI)?,H10A.       Who receives SSI?,1,RESPONDENT,2,CHILD,3,BOTH RESPONDENT AND CHILD,4,OTHER (NOT SPECIFIED),nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1327,f2h10b,How many months in the last 12 did you/child receive SSI?,0,H10.          Do you or (CHILD) receive Supplemental Security Income (SSI)?,H10B.       How many months did (you/CHILD/OTHER) receive help from SSI in the last 12 months?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1328,f2h10c,Approximately how much did you receive each month?,0,H10.          Do you or (CHILD) receive Supplemental Security Income (SSI)?,H10C.       Approximately how much did you receive each month?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1329,f2h11,Int Chk: Was respondent on welfare or TANF in the last 12 months?,0,H11.          WAS RESPONDENT ON WELFARE/TANF IN THE LAST 12 MONTHS?  (H8A1=1),H11.          WAS RESPONDENT ON WELFARE/TANF IN THE LAST 12 MONTHS?  (H8A1=1),1,YES,2  -->  GO TO H14,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1330,f2h12,Were you required to work/school/look for job/name mother to get benefits?,0,"H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?","H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?",1,YES,2  -->  GO TO H15,NO,1,LOOK FOR A JOB,2,WORK IN A PAID JOB,3,WORK IN AN UNPAID JOB,4,ATTEND SCHOOL OR TRAINING,5,BE NAMED AS FATHER OF CHILD,6,OTHER (NOT SPECIFIED),102,PARTICIPATE IN WORK PROGRAM,103,OTHER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1331,f2h12a1,What were you required to do?-Look for a job,0,"H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?",,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1332,f2h12a2,What were you required to do?-Work in a paid job,0,"H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?",,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1333,f2h12a3,What were you required to do?-Work in an unpaid job,0,"H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?",,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1334,f2h12a4,What were you required to do?-Attend school or training,0,"H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?",,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1335,f2h12a5,What were you required to do?-Be named as father of child,0,"H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?",,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1336,f2h12a6,What were you required to do?-Other,0,"H12.          Were you required to do anything, such as work, go to school, look for a job, or be named as (CHILD’s) father in return for your welfare benefits?",,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1337,f2h13,Were benefits reduced or cut in last year because you did not fulfill reqs?,0,H13.          Were your benefits reduced or cut at any time in the past 12 months because you did not fulfill these requirements?,H13.          Were your benefits reduced or cut at any time in the past 12 months because you did not fulfill these requirements?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1338,f2h14,Was there point/last 12 mths you thought you might be eligible for welfare?,0,Was there ever a time in the past 12 months that you thought you might be eligible for welfare?,Was there ever a time in the past 12 months that you thought you might be eligible for welfare?,1,YES,2  -->  GO TO H15,NO,1,"YES, APPLIED",2  -->  GO TO H15,NOT FINISH),nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1339,f2h14a,Did you apply for welfare in past 12 months?,0,Was there ever a time in the past 12 months that you thought you might be eligible for welfare?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1340,fx2h14a,TCO-Did you ever apply for welfare?,1,,FX2H14A.  Did you ever apply for welfare?,1,YES,2,NO,1,TURNED DOWN,2,RECEIVED BENEFITS,3,STILL WAITING TO HEAR,d,DON’T KNOW,r,REFUSED,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1341,f2h14b,What happened with the application for welfare?,0,Was there ever a time in the past 12 months that you thought you might be eligible for welfare?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1342,f2h15,Int Chk: Has respondent received food stamps in the past 12 months?,0,H15.          HAS RESPONDENT RECEIVED FOOD STAMPS IN THE PAST 12 MONTHS?,H15.          HAS RESPONDENT RECEIVED FOOD STAMPS IN THE PAST 12 MONTHS?,1  -->  GO TO H16C,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1343,f2h16,Was there point/last 12 mths you thought you might be eligible for food stamps?,0,H16.          Was there ever a time in the past 12 months that you thought you might be eligible for food stamps?,H16.          Was there ever a time in the past 12 months that you thought you might be eligible for food stamps?,1,YES,2  -->  GO TO H16C,NO,1,"YES, APPLIED",2  -->  GO TO H16C,NOT FINISH),nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1344,f2h16a,Did you apply for food stamps in past 12 months?,0,H16.          Was there ever a time in the past 12 months that you thought you might be eligible for food stamps?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1345,fx2h16a,TCO-Did you ever apply for food stamps?,1,,FX2H16A.  Did you ever apply for food stamps?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1346,f2h16b,What happened with the application for food stamps?,0,H16.          Was there ever a time in the past 12 months that you thought you might be eligible for food stamps?,"H16B.       What happened with the application?  Was it turned down, did you get the benefits, or are you still waiting to hear?",1,TURNED DOWN,2,RECEIVED BENEFITS,3,STILL WAITING TO HEAR,-2,DON’T KNOW,-1,REFUSED,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1347,f2h16c,Did you fill out a federal tax return for previous year?,0,H16.          Was there ever a time in the past 12 months that you thought you might be eligible for food stamps?,Did you fill out a federal tax return for (PREVIOUS FULL YEAR)?,1,YES,2  -->  GO TO H16D,NO,3  -->  GO TO H16D,"NOT YET, BUT WILL",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1348,f2h16c1,Did you fill out a special form to claim EIC?,0,H16.          Was there ever a time in the past 12 months that you thought you might be eligible for food stamps?,"H16C1.    As part of filling out your federal tax return for (YEAR), did you fill out a special form to claim the Earned Income Credit, called Schedule EIC (Qualifying Child Information)?",1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1349,f2h16d,Int Chk: Are father and mother married or living together?,0,H16.          Was there ever a time in the past 12 months that you thought you might be eligible for food stamps?,H16D.       ARE FATHER AND MOTHER MARRIED OR LIVING TOGETHER?,1  -->  GO TO H18,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1350,f2h17a,"In past 12 months, did you-Receive free food/meals?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17A.,,"In the past 12 months, did you receive   free food or meals?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,1351,f2h17b,"In past 12 months, did your-Children go hungry?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17B.,,"(In   the past 12 months), did your (child/children)  go hungry?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1352,f2h17c,"In past 12 months, did you-Go hungry?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17C.,,"(In the past 12 months), did you go   hungry?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1353,f2h17d,"In past 12 months, did you-Not pay full amount of rent/mortgage?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17D.,,"(In the past 12 months), did you not   pay the full amount of rent or mortgage payments?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1354,f2h17e,"In past 12 months, did you-Get evicted for not paying rent/mortgage?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17E.,,"(In the past 12 months), were you   evicted from your home or apartment for not paying the rent or mortgage?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1355,f2h17f,"In past 12 months, did you-Not pay full gas/oil/electric bill?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17F.,,"(In the past 12 months), did you not   pay the full amount of a gas, oil or electricity bill?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1356,f2h17g,"In past 12 months, did your-Gas/electric/oil get shut-off or withheld?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17G.,,"(In the past 12 months), was service   turned off by the gas or electric company, or did the oil company not deliver   oil?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1357,f2h17h,"In past 12 months, did your-Telephone service get disconnected for nonpayment?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17H.,,"(In the past 12 months), was service   disconnected by the telephone company because payments were not made?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1358,f2h17i,"In past 12 months, did you-Borrow from family/friends to pay bills?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17I.,,"(In the past 12 months), did you   borrow money from friends or family to help pay bills?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1359,f2h17j,"In past 12 months, did you-Move in w/people because of financial problems?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17J.,,"(In the past 12 months), did you move   in with other people even for a little while because of financial problems?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1360,f2h17k,"In past 12 months, did you-Stay in shelter/abanbnd bdg/car for even one night?",0,"H17.      We are also interested in some of the problems that families face making ends meet.  In the past 12 months, did you do any of the following because there wasn’t enough money?",H17K.,,"(In the past 12 months), did you stay   at a shelter, in an abandoned building, an automobile or any other place not   meant for regular housing even for one night?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
