,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57
544,11301,f5j9g,J9G. Amount owned in other loans,"J9.            Do you own a car, truck or van?",J9G.         How much do you owe in loans?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,11302,f5j9h,J9H. You have savings,"J9.            Do you own a car, truck or van?",J9H.    Do you have any savings?,1,YES,2 -->  GO TO BOX K1,NO,-1 -->  GO TO BOX K1,REFUSED,-2 -->  GO TO BOX K1,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,11303,f5j9i,J9I. You have savings equal to at least 2 months total family income,"J9.            Do you own a car, truck or van?",J9I.           Do you have savings equal to at least two months of your total family income?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,11304,f5k1,K1. How you feel about yourself as a father,"K1.                   The next questions are about your experience being a father to {CHILD}.  First, please think about how you feel about yourself as a father to {CHILD}.  Would you say that you are . . .","K1.                   The next questions are about your experience being a father to {CHILD}.  First, please think about how you feel about yourself as a father to {CHILD}.  Would you say that you are . . .",1,"An excellent father,",2,"A very good father,",3,"A good father, or",4,Not a good father?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,11305,f5k2,K2. How close you feel to child,K2.                   How close do you feel to {CHILD}?  Would you say…,K2.                   How close do you feel to {CHILD}?  Would you say…,1,"Extremely close,",2,"Quite close,",3,"Fairly close, or",4,Not very close?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,11306,f5k2a,K2A. Being a parent is harder than I thought it would be,K2.                   How close do you feel to {CHILD}?  Would you say…,K2A.         Now I’m going to read some statements about being a parent to {CHILD}.  Please,1,"Strongly agree,",2,"Somewhat agree,",3,"Somewhat disagree, or",4,Strongly disagree?,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,11307,f5k2b,K2B. I feel trapped by my responsibilities as a parent,K2.                   How close do you feel to {CHILD}?  Would you say…,K2B.         I feel trapped by my responsibilities as a parent.  Do you . . .,1,"Strongly agree,",2,"Somewhat agree,",3,"Somewhat disagree, or",4,Strongly disagree?,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,11308,f5k2c,K2C. Taking care of my child is much more work than pleasure,K2.                   How close do you feel to {CHILD}?  Would you say…,K2C.        I find that taking care of my child{ren} is much more work than pleasure.  Do you . . .,1,"Strongly agree,",2,"Somewhat agree,",3,"Somewhat disagree, or",4,Strongly disagree?,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,11309,f5k2d,"K2D. I often feel tired, worn out, exhausted from raising a family",K2.                   How close do you feel to {CHILD}?  Would you say…,"K2D.        I often feel tired, worn out, or exhausted from raising a family.  Do you . . .",1,"Strongly agree,",2,"Somewhat agree,",3,"Somewhat disagree, or",4,Strongly disagree?,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,11310,f5k3a,K3A. Amount of influence you have in making decisions about child's school,"K3.           Now I’d like to ask you how much influence you feel you have in making major decisions about some areas of {CHILD}’s life.  For each item I read please tell me if you feel you have no influence, some influence, or a great deal of influence.  How about….",K3A.,?,"{CHILD}’s school?  Do you feel you have no   influence, some influence, or a great deal of Influence in making decisions   about this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,11311,f5k3b,K3B. Amount of influence you have in making decisions about child's religion,"K3.           Now I’d like to ask you how much influence you feel you have in making major decisions about some areas of {CHILD}’s life.  For each item I read please tell me if you feel you have no influence, some influence, or a great deal of influence.  How about….",K3B.,,{CHILD}’s religion?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,11312,f5k3c,K3C. Amount of influence you have in making decisions about child's health care,"K3.           Now I’d like to ask you how much influence you feel you have in making major decisions about some areas of {CHILD}’s life.  For each item I read please tell me if you feel you have no influence, some influence, or a great deal of influence.  How about….",K3C.,,{CHILD}’s health care?,,K4a,,K4b,,K4c,,K4d,,K4e,,K4f,,K4g,,K4h,,K4i,,K4j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,11313,f5k4a,"K4A. Since start of school year, attended open house or back-to-school night","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,11314,f5k4b,"K4B. Since start of school year, attended meeting of parent-teacher organization","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,11315,f5k4c,"K4C. Since start of school year, gone to regularly scheduled parent-teacher conf","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,11316,f5k4d,"K4D. Since start of school year, attended school event - child participated","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,11317,f5k4e,"K4E. Since start of school year, attended school event - child did not participa","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,11318,f5k4f,"K4F. Since start of school year, volunteered at school or served on committee","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,11319,f5k4g,"K4G. Since start of school year, met with a school counselor","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,11320,f5k4h,"K4H. Since start of school year, visited or sat in on child's classroom","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,11321,f5k4i,"K4I. Since start of school year, had a conference with child's school principal","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,11322,f5k4j,"K4J. Since start of school year, gone to a workshop or meeting at school","K4.       Now, I would like to ask you about some school-related activities that you may or may not have done in the last year. Since the beginning of {this/the last} school year have you…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,11323,f5k5a,K5A. Inconvenient meeting times made it harder to participate,"K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5A.    Inconvenient meeting times. Has that made it harder   for you to participate in activities at {CHILD}'s school?.................................................................................,,K5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,11324,f5k5b,K5B. No child care made it harder to participate,"K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5B.    No child care. Has that made it harder for you to   participate in activities at {CHILD}'s school?.................................................................................,,K5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,11325,f5k5c,K5C. Getting time off from work made it harder to participate,"K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5C.   Can’t get time off from work.................................................................................,,K5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,11326,f5k5d,K5D. Problems with safety going to the school made it harder to participate,"K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5D.   Problems with safety going to the school.................................................................................,,K5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,11327,f5k5e,"K5E. School does not make family feel welcome, made it harder to participate","K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5E.   The school does not make your family feel welcome.................................................................................,,K5E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,11328,f5k5f,"K5G. You and teacher do not speak same language, made it harder to participate","K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5F.   Problems with transportation.................................................................................,,K5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,11329,f5k5g,K5G. You and teacher do not speak the same language made it harder to participat,"K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5G.   Problems because you and teacher don’t speak the same language.................................................................................,,K5G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,11330,f5k5h,"K5H. You don't hear about things going on at school, made it harder to participa","K5.       {This school year, have/During the last school year, did} the following reasons {made/make} it harder for you to participate in activities at {CHILD}’s school?  Please answer yes or no for each reason that I read.  How about…",K5H.   You don’t hear about things going on at school that you might want to be   involved in.................................................................................,,K5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,11331,f5k6,"K6. In a typical week, you talk to parents of children in child's class","K6.       In a typical week, do you talk to any parents of children in {CHILD}’s class, either in person or on the phone?","K6.       In a typical week, do you talk to any parents of children in {CHILD}’s class, either in person or on the phone?",1,YES,2,NO,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,11332,f5k7,K7. Number of child's close friends you know by sight and first and last name,K7.       How many of {CHILD}’s close friends do you know by sight and by first and last name?,K7.       How many of {CHILD}’s close friends do you know by sight and by first and last name?,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,11333,f5k8,"K8. In last year, you talked to child's doctor about how he/she is doing","K8.       In the last year, have you talked to {CHILD}’s doctor about how {he/she} is doing?  This could be as part of a visit or a separate call.","K8.       In the last year, have you talked to {CHILD}’s doctor about how {he/she} is doing?  This could be as part of a visit or a separate call.",1  -->  GO TO K9,YES,2,NO,-10  -->  GO TO K9,CHILD DOESN’T HAVE DOCTOR,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,11334,f5k8a,K8A. Could talk to child's doctor if wanted to,"K8.       In the last year, have you talked to {CHILD}’s doctor about how {he/she} is doing?  This could be as part of a visit or a separate call.",K8A.         Do you feel you could talk to {CHILD}’s doctor if you wanted to?,1,YES,2,NO,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,11335,f5k9,"K9. In last year, you talked to child's teachers about how he/she is doing","K9.           In the last year, have you ever talked to any of {CHILD}’s teachers about how {he/she} was doing?","K9.           In the last year, have you ever talked to any of {CHILD}’s teachers about how {he/she} was doing?",1  -->  GO TO K10,YES,2,NO,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,11336,f5k9a,K9A. Could talk to child's teacher if you wanted to,"K9.           In the last year, have you ever talked to any of {CHILD}’s teachers about how {he/she} was doing?",K9A.         Do you feel you could talk to {CHILD}’s teacher if you wanted to?,1,YES,2,NO,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,11337,f5k10a,"K10A. In past year, you explained to child why something he/she did was wrong","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10A.,,Explain to {CHILD} why   something {he/she} did was wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,11338,f5k10b,"K10B. In past year, you put child in 'time out'","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10B.,,Put {CHILD} in “time   out” (or sent {CHILD} to {his/her} room),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,11339,f5k10c,"K10C. In past year, you shook child","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10C.,,Shook   {CHILD},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,11340,f5k10d,"K10D. In past year, you hit child on the bottom with hard object","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10D.,,"Hit   {him/her} on the bottom with something like a belt, hairbrush, a stick or   some other hard object",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,11341,f5k10e,"K10E. In past year, you gave child something else to do instead","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10E.,,Gave   {him/her} something else to do instead of what {he/she} was doing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,11342,f5k10f,"K10F. In past year, you shouted, yelled, or screamed at child","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10F.,,"Shouted,   yelled, or screamed at {CHILD}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,11343,f5k10g,"K10G. In past year, you spanked child on the bottom with bare hand","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10G.,,Spanked {him/her} on the bottom with your   bare hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,11344,f5k10h,"K10H. In past year, you swore or cursed at child","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10H.,,Swore   or cursed at {him/her},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,11345,f5k10i,"K10I. In past year, you said you would send child away or kick child out of hous","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10I.,,Said   you would send {him/her} away or would kick {him/her} out of the house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,11346,f5k10j,"K10J. In past year, you threatened to spank/hit but did not actually do it","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10J.,,Threatened   to spank or hit {him/her} but did not actually do it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,11347,f5k10k,"K10K. In past year, you slapped child on hand/arm/leg","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10K.,,"Slapped {him/her} on the hand, arm, or leg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,11348,f5k10l,"K10L. In past year, you took away privileges from child","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10L.,,{him/her},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,11349,f5k10m,"K10M. In past year, you pinched child","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10M.,,Pinched   {him/her},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,11350,f5k10n,"K10N. In past year, you called child dumb/lazy or some other name like that","K10.                 Children often do things that are wrong, disobey, or make their parents angry.  We would like to know what you have done when {CHILD} did something wrong or made you upset or angry.",K10N.,,Called {him/her} dumb or lazy or some other   name like that,,Breakfast   with {CHILD}?,,Lunch   with {CHILD}?,,Dinner   with {CHILD}?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,11351,f5k13a,K13A. You eat breakfast with child in a typical day,"K13.         In a typical day, do you eat …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,11352,f5k13b,K13B. You eat lunch with child in a typical day,"K13.         In a typical day, do you eat …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,11353,f5k13c,K13C. You eat dinner with child in a typical day,"K13.         In a typical day, do you eat …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,11354,f5k14a,"K14A. In past month, you did household chores with child",K14.     Now I would like to ask you some questions about things you may do with {CHILD}.,"K14A.    Do dishes, prepare food, or do other household chores together? Would you say   you did this with {CHILD} not once in the past month, 1-2 times in the past   month, about once a week, several times a week, or every day?.....................................................................................",,K14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,11355,f5k14b,"K14B. In past month, you played sports or did outdoor activities with child",K14.     Now I would like to ask you some questions about things you may do with {CHILD}.,K14B.   Play sports or do outdoor activities together?.....................................................................................,,K14B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,11356,f5k14c,"K14C. In past month, you watched TV or videos with child",K14.     Now I would like to ask you some questions about things you may do with {CHILD}.,K14C.    Watch TV or videos together?..................................................................................... ?,?,K14C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,11357,f5k14d,"K14D. In past month, you played video or computer games with child",K14.     Now I would like to ask you some questions about things you may do with {CHILD}.,K14D.    Play video or computer games together? ..................................................................................... ………...,,K14D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,11358,f5k14e,"K14E. In past month, you read books with child or talked with child about books",K14.     Now I would like to ask you some questions about things you may do with {CHILD}.,K14E.    Read books with {CHILD} or talk with {him/her} about books {he/she}   reads?………………………..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
