,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57
518,10318,m5i14b2,I14B2. You sometimes also work evenings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,10319,m5i14b3,I14B3. You sometimes also work nights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,10320,m5i14b4,I14B4. You sometimes also work weekends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,10321,m5i14c,I14C. You belong to a labor union,,I14C.        {Do/Did) you belong to a labor union?,1,YES,2  -->  GO TO BOX I15,NO,-1 -->  GO TO BOX I15,REFUSED,-2  -->  GO TO BOX I15,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,10322,m5i14d,I14D. Number of years you belonged to a labor union,,I14D.        For how many years did you belong to a labor union?,-1  -->  GO TO BOX I15,REFUSED,-2  -->  GO TO BOX I15,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,10323,m5i14f,I14F. Number of months you belonged to a labor union,,I14F.         [For how many months did you belong to a labor union?],-1,REFUSED,-2,DON'T KNOW,,My   shift and work schedule {cause/caused} extra stress for me and my child,,"Where   I {work/worked}, it {is/was} difficult to deal with child care problems during   working hours",,In   my work schedule I {have/had} enough flexibility to handle family needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,10324,m5i16a,I16A. My shift and work schedule cause extra stress for me and my child,I16.           Please tell me how true the following statements are.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,10325,m5i16b,I16B. Where I work it is difficult to deal with child care problems,I16.           Please tell me how true the following statements are.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,10326,m5i16c,I16C. In my work schedule I have enough flexibility to handle family needs,I16.           Please tell me how true the following statements are.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,10327,m5i17,I17. In past 12 months you worked more than one regular job at the same time,I17.           Some people work more than one regular job.  Was there ever a time in the past twelve months that you worked more than one regular job at the same time?,I17.           Some people work more than one regular job.  Was there ever a time in the past twelve months that you worked more than one regular job at the same time?,1,YES,2  -->   GO TO I19,NO,-1  -->   GO TO I19,REFUSED,-2  -->   GO TO I19,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,10328,m5i18,I18. Hrs/week you usually worked altogether while working more than one job,"I18.           When you were working more than one regular job at the same time, about how many hours per week did you usually work altogether?","I18.           When you were working more than one regular job at the same time, about how many hours per week did you usually work altogether?",-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,10329,m5i19,I19. Amount earned from all regular jobs in past 12 months,I19.          About how much did you earn from {all of} your regular {job/jobs} in the past twelve months?  Please do not count earnings from any “off-the-books” or “under-the-table” jobs.,I19.          About how much did you earn from {all of} your regular {job/jobs} in the past twelve months?  Please do not count earnings from any “off-the-books” or “under-the-table” jobs.,1  -->   GO TO I19A,AMOUNT GIVEN,-10   -->   GO TO I24,NOTHING/DID NOT WORK IN THE LAST 12 MONTHS,-1  -->   GO TO I20,REFUSED,-2   -->  GO TO I20,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,10330,m5i19a,I19A. Amount earned from all regular jobs in past 12 months,I19.          About how much did you earn from {all of} your regular {job/jobs} in the past twelve months?  Please do not count earnings from any “off-the-books” or “under-the-table” jobs.,I19A.            [About how much did you earn from {all of} your regular {job/jobs} in the past twelve months?  Please do not count earnings from any “off-the-books” or “under-the-table” jobs.],-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,10331,m5i20,I20. Range of amount earned from all regular jobs in past 12 months,I20.           I just need to have a range.  Can you tell me if it was . . .,I20.           I just need to have a range.  Can you tell me if it was . . .,1,"Less than $5,000,",2,"$5,001 to $10,000,",3,"$10,001 to $15,000,",4,"$15,001 to $20,000,",5,"$20,001 to $25,000,",6,"$25,001 to $30,000,",7,"$30,001 to $40,000,",8,"$40,001 to $60,000, or",9,"More than $60,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,10332,m5i21,I21. Number of weeks you worked at all regular jobs in past 12 months,"I21.           In the past twelve months, how many weeks did you work {at your job/at all of your regular jobs}?  If you worked the entire year, but used paid vacation time or sick time, you worked 52 weeks.","I21.           In the past twelve months, how many weeks did you work {at your job/at all of your regular jobs}?  If you worked the entire year, but used paid vacation time or sick time, you worked 52 weeks.",-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,10333,m5i22,I22. Number of regular jobs lasting 2 wks or more you have had in past 12 months,"I22.           In the past twelve months, how many regular jobs have you had that lasted two weeks or more?","I22.           In the past twelve months, how many regular jobs have you had that lasted two weeks or more?",-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,10334,m5i23,I23. Range of regular jobs lasting 2 wks or more you have had in past 12 months,I23.           All I need is a range.  Would you say it was . . .,I23.           All I need is a range.  Would you say it was . . .,1,"1 to 2 jobs,",2,"3 to 5 jobs,",3,"5 to 10 jobs,",4,"10 to 20 jobs, or",5,More than 20 jobs?,-1,REFUSED,-2,DON'T KNOW,3,BOTH CASH AND OTHER……,1,CASH RECEIVED……………,-1,REFUSED,1,"Under $500,",2,"$501 to $1,000,",3,"$1,001 to $3,000,",4,"$3,001 to $5,000,",5,"$5,001 to $10,000,",6,"$10,001 to $15,000,",7,"$15,001 to $20,000,",8,"$20,001 to $25,000,",9,"$25,001 to $30,000,",10,"$30,001 to $40,000, or",11,"More than $40,000",1,"Under $500,",2,"$501 to $1,000,",3,"$1,001 to $3,000,",4,"$3,001 to $5,000,",5,"$5,001 to $10,000,",6,"$10,001 to $15,000,",7,"$15,001 to $20,000,",8,"$20,001 to $25,000,",9,"$25,001 to $30,000,",10,"$30,001 to $40,000, or",11,"More than $40,000",1,"Under $500,",2,"$501 to $1,000,",3,"$1,001 to $3,000,",4,"$3,001 to $5,000,",5,"$5,001 to $10,000,",6,"$10,001 to $15,000,",7,"$15,001 to $20,000,",8,"$20,001 to $25,000,",9,"$25,001 to $30,000,",10,"$30,001 to $40,000, or",11,"More than $40,000",1,MEALS,2,CLOTHING,3,PLACE   TO LIVE,4,CHILD   CARE,91,OTHER   (SPECIFY),1,MEALS,2,CLOTHING,3,PLACE   TO LIVE,4,CHILD   CARE,91,OTHER   (SPECIFY),1,MEALS,2,CLOTHING,3,PLACE   TO LIVE,4,CHILD   CARE,91,OTHER   (SPECIFY)
535,10335,m5i24a,I24A. You worked in your own business during past 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,10336,m5i24b,I24B. Number of weeks you worked in your own business during last 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,10337,m5i24c,I24C. Number of hrs/week during those weeks you worked in your own business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,10338,m5i24d,I24D. Paid in cash or received something else when you worked in own business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,10339,m5i24e,I24E. Amount received in last 12 months for working in your own business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,10340,m5i24e1,I24E1. Range received in last 12 months for working in own business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,10341,m5i25a,I25A. You sold drugs/prostitution/hustles during past 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,10342,m5i25b,I25B. Number of weeks you sold drugs/prostitution/hustles during last 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,10343,m5i25c,I25C. Number of hrs/week during those weeks you sold drugs/prostitution/hustles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,10344,m5i25d,I25D. Paid in cash or received something else when you sold drugs/prostitution/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,10345,m5i25e,I25E. Amount received in last 12 months for selling drugs/prostitution/hustles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,10346,m5i25e1,I25E1. Range received in last 12 months for selling drugs/prostitution/hustles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,10347,m5i26a,I26A. You did something else to earn money during past 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,10348,m5i26b,I26B. Number of weeks you did something else to earn money during last 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,10349,m5i26c,I26C. Number of hrs/week during those weeks you did something else to earn money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,10350,m5i26d,I26D. Paid in cash or received something else when you did something else to ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,10351,m5i26e,I26E. Amount received in last 12 months for doing something else to earn money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,10352,m5i26e1,I26E1. Range received in last 12 months for doing something else to earn money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,10353,m5j1,J1. Total household income before taxes/deductions in past 12 months,"J1.            In the past twelve months, what was the total income of your household from all sources before taxes and other deductions?  Please include your own income and the income of everyone living with you.  Please include the money you have told me about from jobs and public assistance programs, as well as any sources we haven’t discussed, such as rent, interest, and dividends.","J1.            In the past twelve months, what was the total income of your household from all sources before taxes and other deductions?  Please include your own income and the income of everyone living with you.  Please include the money you have told me about from jobs and public assistance programs, as well as any sources we haven’t discussed, such as rent, interest, and dividends.",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,10354,m5j1a,J1A. Range of total household income before taxes/deductions in past 12 months,"J1.            In the past twelve months, what was the total income of your household from all sources before taxes and other deductions?  Please include your own income and the income of everyone living with you.  Please include the money you have told me about from jobs and public assistance programs, as well as any sources we haven’t discussed, such as rent, interest, and dividends.",J1A.         I just need to know a range.  Can you tell me if it was . . .,1,"Less than $5,000,",2,"$5,001 to $10,000,",3,"$10,001 to $15,000,",4,"$15,001 to $20,000,",5,"$20,001 to $25,000,",6,"$25,001 to $30,000,",7,"$30,001 to $40,000,",8,"$40,001 to $60,000, or",9,"More than $60,000?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,10355,m5j2,J2. You gave/loaned money to friends/relatives in past 12 months,"J2.            In the past twelve months, have you given or loaned any money to friends or relatives?","J2.            In the past twelve months, have you given or loaned any money to friends or relatives?",1,YES,2   -->  GO TO BOX J3,NO,-1   -->  GO TO BOX J3,REFUSED,-2   -->  GO TO BOX J3,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,10356,m5j2a,J2A. Amount you gave/loaned money to friends/relatives during past 12 months,"J2.            In the past twelve months, have you given or loaned any money to friends or relatives?","J2A.         All together, during the past twelve months, how much money did you give or loan to friends or relatives?",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,10357,m5j4,J4. You or your husband/partner have a bank account,J4.            Do you or your {husband/partner} have a bank account?,J4.            Do you or your {husband/partner} have a bank account?,3,MULTIPLE ACCOUNTS,-1  -->  GO TO J5,REFUSED,-2  -->  GO TO J5,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,10358,m5j4a,J4A. Name on bank account,J4.            Do you or your {husband/partner} have a bank account?,"J4A.         {Is the account/Are the accounts} in your name, {his/her/your partner’s} name, or both?",1,MOTHER’S NAME,2,HUSBAND/PARTNER’S NAME,3,BOTH NAMES (JOINT ACCOUNT),4,ACCOUNTS,5,SEPARATE ACCOUNTS,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,10359,m5j5,J5. You or your husband/partner have a credit card,"J5.            Do you or your {husband/partner} have a credit card?  Include major credit cards and department store credit cards, but not gas credit cards.","J5.            Do you or your {husband/partner} have a credit card?  Include major credit cards and department store credit cards, but not gas credit cards.",1,YES,2  -->  GO TO J5B,NO,-1  -->  GO TO J5B,REFUSED,-2  -->  GO TO J5B,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,10360,m5j5a,J5A. Name on credit card,"J5.            Do you or your {husband/partner} have a credit card?  Include major credit cards and department store credit cards, but not gas credit cards.","J5A.         Is the card in your name, {his/her/your partner’s} name, or both?",1,MOTHER’S NAME,2,HUSBAND/PARTNER’S NAME,3,BOTH NAMES (JOINT CARD),4,CARDS,5,SEPARATE CARDS,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,10361,m5j5b,J5B. Way money is handled as a couple,"J5.            Do you or your {husband/partner} have a credit card?  Include major credit cards and department store credit cards, but not gas credit cards.",J5B.         Couples handle money differently.  Which of the following do you do?,1,"Keep your own money separate,",2,"keep the rest separate, or",3,Put all of your money together?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,10362,m5j5c1,J5C1. Who in household responsible for making sure bills get paid,"J5.            Do you or your {husband/partner} have a credit card?  Include major credit cards and department store credit cards, but not gas credit cards.","J5C1.       [Couples also make different arrangements for handling financial responsibilities, such as paying the rent, mortgage, or other household bills.  In your household, who is usually responsible for making sure the bills get paid?]",1,MOTHER USUALLY PAYS THE BILLS,2,USUALLY PAYS THE BILLS,3,TURNS/ALTERNATE MONTHS,4,MONTH,5,FOR PAYING THE BILLS),-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,10363,m5j5d,J5D. Who controls the money in this household,"J5.            Do you or your {husband/partner} have a credit card?  Include major credit cards and department store credit cards, but not gas credit cards.",J5D.         Who would you say controls the money in this household?,1,MOTHER,2,HUSBAND/PARTNER,3,BOTH EQUALLY,91,OTHER (SPECIFY),101,FOCAL CHILD’S GRANDPARENTS,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,10364,m5j6,"J6. You or your husband/partner own a car, truck or van","J6.            Do you or your {husband/partner} own a car, truck or van?","J6.            Do you or your {husband/partner} own a car, truck or van?",-1  -->  GO TO J6D,REFUSED,-2  -->  GO TO J6D,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,10365,m5j6a,J6A. Vehicle is reliable,"J6.            Do you or your {husband/partner} own a car, truck or van?","J6A.         Can you rely on this vehicle to get you to school or work, or other places?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,10366,m5j6b,J6B. Amount owed on your vehicle,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6B.         How much do you owe on your vehicle?,1     -->  GO TO J6B1,"GAVE AMOUNT, INCLUDING “NOTHING”",-1     -->  GO TO J6D,REFUSED,-2     -->  GO TO J6D,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,10367,m5j6b1,J6B1. Amount owed on your vehicle,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6B1.       [How much do you owe on your vehicle?],-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,10368,m5j6c,J6C. Value of vehicle if sold,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6C.         About how much could you get if you sold your vehicle now?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,10369,m5j6d,J6D. You or your husband/partner have debt from credit cards or store cards,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6D.         Do you or your {husband/partner} have any debt from credit cards or store cards?,1,YES,2  -->  GO TO J6F,NO,-1  -->  GO TO J6F,REFUSED,-2  -->  GO TO J6F,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,10370,m5j6e,J6E. Amount of credit card debt,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6E.         How much do you or your {husband/partner} owe in credit card debt?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,10371,m5j6f,J6F. You or your husband/partner have other loans,"J6.            Do you or your {husband/partner} own a car, truck or van?","J6F.         {Other than money you may owe for mortgage or car}, {do/Do} you or your {husband/partner} have any loans including student loans, or money you owe to a bank or other lending institution?",1,YES,2  -->  GO TO J6H,NO,-1  -->  GO TO J6H,REFUSED,-2  -->  GO TO J6H,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,10372,m5j6g,J6G. Amount you or your husband/partner owe in loans,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6G.         How much do you or your {husband/partner} owe in loans?,-1,REFUSED,-2,DON'T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,10373,m5j6h,J6H. You or your husband/partner have savings,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6H.    Do you or your {husband/partner} have any savings?,1,YES,2  -->  GO TO BOX K1,NO,-1  -->  GO TO BOX K1,REFUSED,-2  -->  GO TO BOX K1,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,10374,m5j6i,J6I. You or your husband/partner have savings equal to 2 months total income,"J6.            Do you or your {husband/partner} own a car, truck or van?",J6I.           Do you or your {husband/partner} have savings equal to at least two months of your total family income?,1  -->  GO TO BOX K1,YES,2  -->  GO TO BOX K1,NO,-1  -->  GO TO BOX K1,REFUSED,-2  -->  GO TO BOX K1,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,10375,m5j7,J7. You have a bank account,J7.            Do you have a bank account?,J7.            Do you have a bank account?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
