,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17
179,630,m1d2e,"How imp for successful marriage, have good sex?",1,How important do you think the following qualities are for a successful marriage?,Having good sex,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
180,631,m1d2f,"How imp for successful marriage, share same religion?",1,How important do you think the following qualities are for a successful marriage?,Having the same religious,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
181,632,m1d2g,"How imp for successful marriage, both emotionally mature?",1,How important do you think the following qualities are for a successful marriage?,The husband and wife,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
182,633,m1d3a,"The important decisions in the family should be done by the man, Ag/Dis?",1,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree  with the following statements: (HAND CARD 3)",The important decisions in,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
183,634,m1d3b,"Parents should stay togthr for the children even if they don't get along,Ag/Dis?",1,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree  with the following statements: (HAND CARD 3)",When there are children in,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
184,635,m1d3c,"It is better if husb. earns the main living and woman cares for family, Ag/Dis?",1,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree  with the following statements: (HAND CARD 3)",It is much better for everyone,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
185,636,m1d3d,"In dating, a man is largely out to take advantage of a woman, Ag/Dis?",1,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree  with the following statements: (HAND CARD 3)","In a dating relationship,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
186,637,m1d3e,"Men cannot be trusted to be faithful, Ag/Dis?",1,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree  with the following statements: (HAND CARD 3)",Men cannot be trusted to,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
187,638,m1d3f,"More important for man to spend time with his family than to work a lot, Ag/Dis?",1,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree  with the following statements: (HAND CARD 3)",It is more important for a man,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
188,639,m1d3g,"Fathers play more imp role in raising boys than girls, Ag/Dis?",1,"Please tell me whether you strongly agree, agree, disagree, or strongly disagree  with the following statements: (HAND CARD 3)",Fathers play a more important,1,YES,2,NO,1,MOTHER (BABY’S GRANDMOTHER),2,FATHER (BABY’S GRANDFATHER),3,PARTNER/HUSBAND/BOYFRIEND,4,OTHER ADULT FRIEND OR RELATIVE,5,CHILD/STEP-CHILD/FOSTER CHILD,6,"OTHER CHILD (NIECE, NEPHEW, FRIEND)",7,OTHER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
189,640,m1e1b1,People who currently live in your HH - 1st relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
190,641,m1e1b2,People who currently live in your HH - 2nd relationship?,1,I’d like to make a list of the people other than you who currently live in your household,(Each variable in the HH roster is represented by a letter,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
191,642,m1e1b3,People who currently live in your HH - 3rd relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
192,643,m1e1b4,People who currently live in your HH - 4th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
193,644,m1e1b5,People who currently live in your HH - 5th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
194,645,m1e1b6,People who currently live in your HH - 6th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
195,646,m1e1b7,People who currently live in your HH - 7th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
196,647,m1e1b8,People who currently live in your HH - 8th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
197,648,m1e1c1,People who currently live in your HH - 1st gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
198,649,m1e1c2,People who currently live in your HH - 2nd gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
199,650,m1e1c3,People who currently live in your HH - 3rd gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
200,651,m1e1c4,People who currently live in your HH - 4th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
201,652,m1e1c5,People who currently live in your HH - 5th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
202,653,m1e1c6,People who currently live in your HH - 6th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
203,654,m1e1c7,People who currently live in your HH - 7th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
204,655,m1e1c8,People who currently live in your HH - 8th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
205,656,m1e1d1,People who currently live in your HH - 1st age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
206,657,m1e1d2,People who currently live in your HH - 2nd age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
207,658,m1e1d3,People who currently live in your HH - 3rd age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
208,659,m1e1d4,People who currently live in your HH - 4th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
209,660,m1e1d5,People who currently live in your HH - 5th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
210,661,m1e1d6,People who currently live in your HH - 6th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
211,662,m1e1d7,People who currently live in your HH - 7th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
212,663,m1e1d8,People who currently live in your HH - 8th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
213,664,m1e1e1,People who currently live in your HH - 1st employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
214,665,m1e1e2,People who currently live in your HH - 2nd employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
215,666,m1e1e3,People who currently live in your HH - 3rd employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
216,667,m1e1e4,People who currently live in your HH - 4th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
217,668,m1e1e5,People who currently live in your HH - 5th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
218,669,m1e1e6,People who currently live in your HH - 6th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
219,670,m1e1e7,People who currently live in your HH - 7th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
220,671,m1e1e8,People who currently live in your HH - 8th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
221,672,m1e2,Were you living with both of your bio parents at age 15?,0,Now I’d like to ask you questions about your family,Now I’d like to ask you questions about your family,1,YES,2,NO,,"E3.       During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
222,673,m1e3a,"During your preg, did you receive fin. supp. from anyone besides BF?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",Financial assistance of any kind           E3B,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
223,674,m1e3b1,"Who gave you fin. supp. during preg, your mother?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",NO,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
224,675,m1e3b2,"Who gave you fin. supp. during preg, your father?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3B2    FATHER,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
225,676,m1e3b3,"Who gave you fin. supp. during preg, other relatives.?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3B3    OTHER RELATIVES,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
226,677,m1e3b4,"Who gave you fin. supp. during preg, (BF) family?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3B4    BABY’S FATHER’S FAM,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
227,678,m1e3b5,"Who gave you fin. supp. during preg, other?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive","E3B5    OTHER, NOT SPECIFIED",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
228,679,m1e3c,"During preg, did you receive a place to live?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",A place to live                                        E3D,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
229,680,m1e3d1,"Who gave you a place to live, your mother?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",NO,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
230,681,m1e3d2,"Who gave you a place to live, your father?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3D2    FATHER,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
231,682,m1e3d3,"Who gave you a place to live, other relatives?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3D3    OTHER RELATIVES,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
232,683,m1e3d4,"Who gave you a place to live, (BF) family?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3D4    BABY’S FATHER’S FAM,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
233,684,m1e3d5,"Who gave you a place to live, other?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive","E3D5    OTHER, NOT SPECIFIED",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
234,685,m1e3e,"During preg, did you receive child care?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",Child care                                               E3F,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
235,686,m1e3f1,"Who gave you child care, your mother?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",NO,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
236,687,m1e3f2,"Who gave you child care, your father?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3F2    FATHER,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
237,688,m1e3f3,"Who gave you child care, other relatives?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3F3    OTHER RELATIVES,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
238,689,m1e3f4,"Who gave you child care, (BF) family?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive",E3F4    BABY’S FATHER’S FAM,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
239,690,m1e3f5,"Who gave you child care, other?",1,"During your pregnancy, did you receive any of the following types of support      from anyone besides [BABY’S FATHER]? Did you receive","E3F5    OTHER, NOT SPECIFIED",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
240,691,m1e4a,"Next yr, would someone in family loan you $200?",1,"During the next year, if you needed help, could you count on someone in your family  to:",Loan you $200?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
241,692,m1e4b,"Next yr, would someone in family give place to live?",1,"During the next year, if you needed help, could you count on someone in your family  to:",Provide a place to live?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
242,693,m1e4c,"Next yr, would someone help you with babysitting/child care?",1,"During the next year, if you needed help, could you count on someone in your family  to:",Help with babysitting or child care?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
243,694,cm1adult,Constructed - # of adults 18 or older in the HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
244,695,cm1kids,Constructed - # of children under 18 in HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
245,696,cm1gdad,Constructed - Baby's grandfather in the HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
246,697,cm1gmom,Constructed - Baby's grandmother in the HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
247,698,m1f1a,How long have you lived in neighborhood - Years?,1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1A    NUMBER OF YEARS  o                 F1B    NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
248,699,m1f1b,How long have you lived in neighborhood - months?,1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1A    NUMBER OF YEARS  o                 F1B    NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
249,700,m1f1c,How long have you lived in neighborhood - all my life?,1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1C   ALL MY LIFE,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
250,701,m1f2,Is the home/apartment were you currently reside owned/rented?,0,Is the home or apartment where you currently reside,Is the home or apartment where you currently reside,,F2. Is the home or apartment where you currently reside,1,Owned or being bought by someone in your family?,2,Rented?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
251,702,m1f3,Do you live in a public housing project?,0,Do you live in a public housing project?,Do you live in a public housing project?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
252,703,m1f4,Is the fed/state/local government helping to pay for your rent?,0,"Is the federal, state, or local government helping to pay for your rent?","Is the federal, state, or local government helping to pay for your rent?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
253,704,m1f5,How safe are the streets around your home at night?,0,"How safe are the streets around your home at night? Would you say they are very     safe, safe, unsafe, or very unsafe?","How safe are the streets around your home at night? Would you say they are very     safe, safe, unsafe, or very unsafe?",1,VERY SAFE,2,SAFE,3,UNSAFE,4,VERY UNSAFE,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
254,705,m1f6,About how often do you attend religious services?,0,About how often do you attend religious services?,About how often do you attend religious services?,1,Once a week or more,2,Several times a month,3,Several times a year,4,Hardly ever,5,Not at all,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
255,706,m1f7,What is your religious preference?,0,"What is your religious preference [IF NECESSARY: Is it Protestant, Catholic, Jewish, Muslim, some other religion, no religion?]?","What is your religious preference [IF NECESSARY: Is it Protestant, Catholic, Jewish, Muslim, some other religion, no religion?]?",1,NO RELIGION,2,PROTESTANT,3,CATHOLIC,4,JEWISH,5,MUSLIM,6,CHRISTIAN,7,BAPTIST,8,CHURCH OF CHRIST,9,EPISCOPALIAN,10,JEHOVAH’S WITNESS,11,LUTHERAN,12,METHODIST,13,PRESBYTERIAN,14,"OTHER, NOT SPECIFIED",101,PENTACOSTAL,102,CONSERVATIVE OTHER,103,LIBERAL OTHER,104,CONSERVATIVE PROTESTANT
256,707,m1f8,Can mother receive welfare if she is married and living with husband?,0,Now I’d like to ask you some questions about welfare and child support policies in      your city,Now I’d like to ask you some questions about welfare and child support policies in      your city,1,YES,2,NO,-2,DON’T KNOW,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
257,708,m1f9,Can mother receive welfare if she is not married and lives with BF?,0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
258,709,m1f10a,How long in total can a mother receive welfare (years)?,1,How many months or years in total can a mother receive welfare?,F10A      NUMBER OF YEARS  o             F10B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
259,710,m1f10b,How long in total can a mother receive welfare (months)?,1,How many months or years in total can a mother receive welfare?,F10A      NUMBER OF YEARS  o             F10B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
260,711,m1f11a,How long can a mother receive welfare before being required to work?-years,1,How long can a mother receive welfare before she is required to work?,F11A      NUMBER OF YEARS  o             F11B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
261,712,m1f11b,How long can a mother receive welfare before being required to work?-months,1,How long can a mother receive welfare before she is required to work?,F11A      NUMBER OF YEARS  o             F11B      NUMBER OF MONTHS  o,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
262,713,m1f12,"Can judge make a father pay child support, even if he wanted an abortion?",0,"Can a judge make a father pay child support, even if he wanted an abortion?","Can a judge make a father pay child support, even if he wanted an abortion?",1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
263,714,m1f13,Can blood test prove whether a man is really the father of the child?,0,Can a blood test prove whether a man is really the father of the child?,Can a blood test prove whether a man is really the father of the child?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
264,715,m1f14,Has anyone in the hospital given you information about est. paternity?,0,Has anyone at the hospital talked to you or given you information about        establishing paternity?,Has anyone at the hospital talked to you or given you information about        establishing paternity?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
265,716,m1f15,"If BF doesn't want to marry the mother, could he be required to pay child supp.?",0,"If a man gets a woman pregnant and doesn’t want to marry her, how likely is it that  he will be required to pay child support for the child","If a man gets a woman pregnant and doesn’t want to marry her, how likely is it that  he will be required to pay child support for the child",1,No chance,2,A little chance,3,A 50-50 chance,4,"A pretty good chance, or",5,An almost certain chance,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
266,717,m1g1,How is your health?,0,Now I have some questions about your health,Now I have some questions about your health,,Would you say it is,1,Excellent,2,Very good,3,Good,4,Fair,5,Poor,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
267,718,m1g2,"During the preg, how often did you drink alcohol?",0,"During your pregnancy, about how often did you drink alcoholic beverages? (HAND  CARD 4)","During your pregnancy, about how often did you drink alcoholic beverages? (HAND  CARD 4)",1,NEARLY EVERY DAY,2,SEVERAL TIMES A WEEK,3,SEVERAL TIMES A MONTH,4,LESS THAN ONCE A MONTH,5,NEVER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
268,719,m1g3,"During the preg, how often did you use drugs?",0,"During your pregnancy, about how often did you use drugs such as marijuana, crack            cocaine, or heroin? (HAND CARD 4)","During your pregnancy, about how often did you use drugs such as marijuana, crack            cocaine, or heroin? (HAND CARD 4)",1,NEARLY EVERY DAY,2,SEVERAL TIMES A WEEK,3,SEVERAL TIMES A MONTH,4,LESS THAN ONCE A MONTH,5,NEVER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
269,720,m1g4,"During the preg, how many cigarettes did you smoke?",0,"During your pregnancy, how many cigarettes did you smoke? Did you smoke…","During your pregnancy, how many cigarettes did you smoke? Did you smoke…",1,2 or more packs a day,2,1 or more but less than 2,3,Less than 1 pack a day,4,None,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
