,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43
352,15903,p6h36,H36. Thought about death a lot during two weeks since last int?,,"H36.       Did you think a lot about death--either your own, someone else's, or death in general during those two weeks?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,15904,p6h37,H37. Felt worried/anxious for one month or longer in past year?,,"H37.       During the past 12 months, did you have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",1 -->  GO TO H39,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,15905,p6h38,H38. Worried a lot more than most people would in past year?,,H38.       People differ a lot in how much they worry about things. Did you ever have a time in the past 12 months when you worried a lot more than most people would in your situation?,1,YES,2 -->  GO TO H56,NO,-1 -->  GO TO H56,REFUSED,-2 -->  GO TO H56,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,15906,p6h39,H39. Period of worry/anxiety in past year still going on?,,H39.       Is that period still going on?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,15907,p6h40,H40. Unit: Time period of worry in past year,,H40.       How many months or years {did it go on before it ended/has it been going on}?,1,MONTHS,2,YEARS,-1 -->  GO TO H43,REFUSED,-2 -->  GO TO H43,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,15908,p6h41,H41. Duration of worry during period in past year,,H41.       [How many months or years {did it go on before it ended/has it been going on}?],-1  -->  GO TO H43,REFUSED,-2  -->  GO TO H43,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,15909,p6h42,H42. Worry stronger than in other people during period in past year?,,"H42.       During {that period, was/this period, is} your worry stronger than in other people?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,15910,p6h43,H43. Worry most days during period in past year?,,H43.       {Did/Do} you worry most days?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,15911,p6h44,H44. Worry about one thing or more during period in past year?,,"H44.       {Did/Do} you worry about one particular thing, such as your job security or the failing health of a loved one, or more than one thing?",1,WORRIED ABOUT ONE THING,2,WORRIED ABOUT MORE THAN ONE THING,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,15912,p6h45,H45. Difficult to stop worrying during period in past year?,,H45.       {Did/Do} you find it difficult to stop worrying?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,15913,p6h46,H46. Different worries at the same time during period in past year?,,H46.       {Did/Do} you have different worries on your mind at the same time?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,15914,p6h47,H47. How often unable to put worry out of mind during period in past year?,,H47.       How often {was/is} your worry so strong that you {couldn’t/can’t} put it out of your mind no matter how hard you {tried/try}? {Was/Is} this …,1,"Often,",2,"Sometimes,",3,"Rarely, or",4,Never?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,15915,p6h48,H48. How often difficult to control worry during period in past year?,,H48.       How often {did/do} you find it difficult to control your worry?,1,Often,2,Sometimes,3,"Rarely, or",4,Never,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,15916,p6h49,H49. Restless during period of worry in past year?,,"H49.       When you {were/are} worried or anxious, {were/are} you also restless?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,15917,p6h50,H50. Keyed up or on edge during period of worry in past year?,,H50.        {Were/Are} you keyed up or on edge?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,15918,p6h51,H51. Easily tired during period of worry in past year?,,H51.       {Were/Are} you easily tired?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,15919,p6h52,H52. Difficult to keep on task during period of worry in past year?,,H52.           {Did/Do} you have difficulty keeping your mind on what you were doing?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,15920,p6h53,H53. More irritable during period of worry in past year?,,H53.       {Were/Are} you more irritable than usual?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,15921,p6h54,H54. Tense/sore/aching muscles during period of worry in past year?,,"H54.       {Did/Do} you have tense, sore or aching muscles?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,15922,p6h55,H55. Sleep trouble during period of worry in past year?,,H55.       {Did/Do} you have trouble falling asleep or staying asleep?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,15923,p6h56,H56. Felt worried/anxious for one month or longer since last int?,,"H56.       Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}, did you have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?  {Please do not refer to any period in the last 12 months that you previously mentioned}.",1 -->  GO TO H58,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,15924,p6h57,H57. Worried a lot more than most people would since last int,,H57.       People differ a lot in how much they worry about things. Did you ever have a time since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9} when you worried a lot more than most people would in your situation?  {Please do not refer to any period in the last 12 months that you previously mentioned}.,1,YES,2 -->  GO TO H74,NO,-1 -->  GO TO H74,REFUSED,-2 -->  GO TO H74,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,15925,p6h58,H58. Unit: Time period of worry since last int,,H58.       How many months or years did it go on before it ended?,1,MONTHS,2,YEARS,-1  -->  GO TO H60,REFUSED,-2  -->  GO TO H60,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,15926,p6h59,H59. Duration of worry during period since last int,,H59.       [How many months or years did it go on before it ended?],-1  -->  GO TO H60,REFUSED,-2  -->  GO TO H60,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,15927,p6h60,H60. Worry stronger than in other people during period since last int?,,"H60.       During that period, was your worry stronger than in other people?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,15928,p6h61,H61. Worry most days during period since last int?,,H61.       Did you worry most days?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,15929,p6h62,H62. Worry about one thing or more during period since last int?,,"H62.       Did you worry about one particular thing, such as your job security or the failing health of a loved one, or more than one thing?",1,WORRIED ABOUT ONE THING,2,WORRIED ABOUT MORE THAN ONE THING,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,15930,p6h63,H63. Difficult to stop worrying during period since last int?,,H63.       Did you find it difficult to stop worrying?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,15931,p6h64,H64. Different worries at the same time during period since last int?,,H64.       Did you have different worries on your mind at the same time?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,15932,p6h65,H65. How often unable to put worry out of mind during period since last int?,,H65.       How often was your worry so strong that you couldn’t put it out of your mind no matter how hard you tried? Was this …,1,Often,2,Sometimes,3,"Rarely, or",4,Never,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,15933,p6h66,H66. How often difficult to control worry during period since last int?,,H66.       How often did you find it difficult to control your worry?,1,Often,2,Sometimes,3,"Rarely, or",4,Never,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,15934,p6h67,H67. Restless during period of worry since last int?,,"H67.       When you were worried or anxious, were you also restless?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,15935,p6h68,H68. Keyed up or on edge during period of worry since last int?,,H68.       Were you keyed up or on edge?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,15936,p6h69,H69. Easily tired during period of worry since last int?,,H69.       Were you easily tired?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,15937,p6h70,H70. Difficult to keep on task during period of worry since last int?,,H70.       Did you have difficulty keeping your mind on what you were doing?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,15938,p6h71,H71. More irritable during period of worry since last int?,,H71.       Were you more irritable than usual?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,15939,p6h72,H72. Tense/sore/aching muscles during period of worry since last int?,,"H72.       Did you have tense, sore or aching muscles?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,15940,p6h73,H73. Sleep trouble during period period of worry since last int?,,H73.       Did you have trouble falling asleep or staying asleep?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,15941,p6h74,H74. Ever regularly smoked cigarettes?,,H74.       Have you ever smoked cigarettes regularly?,1,YES,2 -->  GO TO H78,NO,-1 -->  GO TO H78,REFUSED,-2 -->  GO TO H78,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,15942,p6h75,H75. Age first time smoked a cigarette (years),,H75.       How old were you the first time you smoked part or all of a cigarette?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,15943,p6h76,H76. How often smoked cigarettes in past month?,,"H76.       During the past 30 days, on how many days did you smoke cigarettes?",0 -->  GO TO H78,None,1,Once or twice per week,2,3-5 days per week,3,6-7 days per week,-1  -->  GO TO H78,REFUSED,-2  -->  GO TO H78,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,15944,p6h77,H77. How many cigarettes smoked each day in past month?,,"H77.       During the past 30 days, on the days you smoked, how many cigarettes did you smoke each day?",1,5 or fewer cigarettes per day,2,"About a half a pack, that is, 10 cigarettes per day",3,"About a pack, that is, 20 cigarettes per day or",4,More than 1 pack per day,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,15945,p6h78,H78. Number of other people in household who smoke,,H78.       How many {other} people in your household smoke?,-1,REFUSED,-2,DON’T KNOW,1,DRANK AN ALCOHOLIC BEVERAGE,2 -->  GO TO H86,NEVER DRANK AN ALCOHOLIC BEVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,15946,p6h79a,H79a. Ever drank an alcoholic beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,15947,p6h79,H79. Age first time had an alcoholic beverage (years),,H79.       Think about the first time you had a drink of an alcoholic beverage.  How old were you the first time you had an alcoholic beverage?  Please do not include any time when you only had a sip or two from a drink.,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,15948,p6h80,H80. How often drank alcohol in past year?,,"H80.       In the past 12 months, on how many days did you drink alcohol?",0 -->  GO TO H86,Never,1,1 to 3 days per month,2,1 or 2 days per week,3,3 to 4 days per week,4,Every day or nearly every day,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,15949,p6h81,H81. Number of drinks had each time drinking in past year,,"H81.       Think about all the times you have had a drink during the past year. How many drinks did you usually have each time?  A “drink” is a glass of wine, a can of beer, a wine cooler, a shot glass of liquor, or a mixed drink.",-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,15950,p6h82,H82. Drinking alcohol interfered with responsibilities in past year?,,"H82.       How often has your drinking interfered with your responsibilities at work or school, or at home?",0,Never,1,One time,2,More than 1 time,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,15951,p6h83,H83. Drank alcohol when someone could have been hurt in past year?,,"H83.       How often have you been under the influence of alcohol when you could have gotten yourself or others hurt, or put yourself or others at risk?",0,Never,1,One time,2,More than 1 time,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,15952,p6h84,H84. Had problems with people because of alcohol in past year?,,"H84.       How often have you had problems with your family, friends, or people at work or school because of your drinking?",0,Never,1,One time,2,More than 1 time,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,15953,p6h85,H85. Had legal problems because of alcohol in past year?,,"H85.       How often have you had legal problems because of drinking, like being arrested for disturbing the peace or driving under the influence of alcohol, or anything else?",0,Never,1,One time,2,More than 1 time,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,15954,p6h86,H86. Ever used illegal drugs in past year?,,"H86.       In the past 12 months, have you ever used any illegal drugs, such as marijuana, cocaine, heroin, or methamphetamines?",1,YES,2 -->  GO TO H94,NO,-1 -->  GO TO H94,REFUSED,-2 -->  GO TO H94,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,15955,p6h87a,H87a. Used marijuana in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,15956,p6h87b,H87b. Used hallucinogens in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,15957,p6h87c,H87c. Used cocaine/crack in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,15958,p6h87d,H87d. Used heroin in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,15959,p6h87e,H87e. Used methamphetamine in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,15960,p6h87f,H87f. Used ecstasy/MDMA in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,15961,p6h87g,H87g. Used inhalants in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,15962,p6h87h,H87h. Used other type of illicit drugs in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,15963,p6h88,H88. Age first time used illegal drugs (years),,H88.       How old were you when you used illegal drugs for the first time?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,15964,p6h89,H89. How often used illegal drugs in past year?,,"H89.       In the past 12 months, how often did you use [that/those] illegal drugs?",2,Once a month or less,3,1 or 2 days per week,4,3 days per week or more,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,15965,p6h90,H90. Illegal drug use interfered with responsibilities in past year?,,H90.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,15966,p6h91,H91. Used illegal drugs when someone could have been hurt in past year?,,H91.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,15967,p6h92,H92. Had problems with people because of illegal drugs in past year?,,H92.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,15968,p6h93,H93. Had legal problems because of illegal drug use in past year?,,H93.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,15969,p6h94,H94. Used prescription drugs (not prescribed) in past year?,,"H94.       In the past 12 months, have you ever used any prescription drugs, such as Adderall, OxyContin, Xanax, or Lithium that were not prescribed for you or that you took only for the experience or feeling they caused?",1,YES,2 -->  GO TO H102,NO,-1 -->  GO TO H102,REFUSED,-2 -->  GO TO H102,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,15970,p6h95a,H95a. Used painkillers (not prescribed) in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,15971,p6h95b,H95b. Used amphetamines/stimulants (not prescribed) in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,15972,p6h95c,H95c. Used sedatives/barbiturates (not prescribed) in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,15973,p6h95d,H95d. Used tranquilizers (not prescribed) in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,15974,p6h95e,H95e. Used other prescription drugs (not prescribed) in past year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,15975,p6h96,H96. Age first time used prescription drugs (years),,H96.       How old were you when you used prescription drugs for the first time that were not prescribed for you or that you took only for the experience or feeling they caused?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,15976,p6h97,H97. How often used prescription drugs in past year?,,"H97.       In the past 12 months, how often did you use [that/those] prescription drugs that were not prescribed for you or that you took only for the experience or feeling they caused?",1 -->  GO TO H102,"Once a month or less,",2,"2 or 3 days per month,",3,"1 or 2 days per week, or",4,3 days per week or more?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,15977,p6h98,H98. Prescription drugs interfered with responsibilities in past year?,,H98.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,15978,p6h99,H99. Used prescription drugs when could be hurt in past year?,,H99.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,15979,p6h100,H100. Had problems with people because of prescription drugs in past year?,,H100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,15980,p6h101,H101. Had legal problems because of prescription drugs in past year?,,H101.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,15981,p6h102,H102. Spent time in jail since last int?,,"H102.   Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}, have you spent any time in an adult correctional institution like a county, state or federal jail or prison? *",1,YES,2 -->  GO TO SECTION I,NO,-1 -->  GO TO SECTION I,REFUSED,-2 -->  GO TO SECTION I,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,15982,p6h103a,H103a. Time served in jail since last int,,"H103a.  Altogether, how much time did you serve in adult institutions, since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}?  *",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
