,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17
179,194,f1e1b2,People who currently live in your HH - 2nd relationship?,1,I’d like to make a list of the people other than you who currently live in your household,(Each variable in the HH roster is represented by a letter,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
180,195,f1e1b3,People who currently live in your HH - 3rd relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
181,196,f1e1b4,People who currently live in your HH - 4th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
182,197,f1e1b5,People who currently live in your HH - 5th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
183,198,f1e1b6,People who currently live in your HH - 6th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
184,199,f1e1b7,People who currently live in your HH - 7th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
185,200,f1e1b8,People who currently live in your HH - 8th relationship?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
186,201,f1e1c1,People who currently live in your HH - 1st gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
187,202,f1e1c2,People who currently live in your HH - 2nd gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
188,203,f1e1c3,People who currently live in your HH - 3rd gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
189,204,f1e1c4,People who currently live in your HH - 4th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
190,205,f1e1c5,People who currently live in your HH - 5th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
191,206,f1e1c6,People who currently live in your HH - 6th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
192,207,f1e1c7,People who currently live in your HH - 7th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
193,208,f1e1c8,People who currently live in your HH - 8th gender?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
194,209,f1e1d1,People who currently live in your HH - 1st age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
195,210,f1e1d2,People who currently live in your HH - 2nd age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
196,211,f1e1d3,People who currently live in your HH - 3rd age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
197,212,f1e1d4,People who currently live in your HH - 4th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
198,213,f1e1d5,People who currently live in your HH - 5th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
199,214,f1e1d6,People who currently live in your HH - 6th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
200,215,f1e1d7,People who currently live in your HH - 7th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
201,216,f1e1d8,People who currently live in your HH - 8th age?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
202,217,f1e1e1,People who currently live in your HH - 1st employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
203,218,f1e1e2,People who currently live in your HH - 2nd employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
204,219,f1e1e3,People who currently live in your HH - 3rd employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
205,220,f1e1e4,People who currently live in your HH - 4th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
206,221,f1e1e5,People who currently live in your HH - 5th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
207,222,f1e1e6,People who currently live in your HH - 6th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
208,223,f1e1e7,People who currently live in your HH - 7th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
209,224,f1e1e8,People who currently live in your HH - 8th employment?,1,I’d like to make a list of the people other than you who currently live in your household,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
210,225,f1e2,Were you living with both of your biological parents at age 15?,0,Now I’d like to ask you questions about your family,Now I’d like to ask you questions about your family,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
211,226,f1e3,How involved in raising you was your biological father?,0,How involved in raising you was your biological father? Would you say he was…,How involved in raising you was your biological father? Would you say he was…,1,Very involved,2,Somewhat involved,3,Not at all involved,4,NEVER KNEW MY FATHER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
212,227,f1e4,Was there another man who was like a father to you when growing up?,0,Was there another man who was like a father to you when you were growing up?,Was there another man who was like a father to you when you were growing up?,1  (GO TO E4A),YES,2  (SKIP TO E5),NO,1,STEPFATHER,2,FOSTER FATHER,3,UNCLE,4,GRANDFATHER,5,COUSIN,6,MINISTER,7,TEACHER,8,NEIGHBOR,9,"OTHER, NOT SPECIFIED",10,BROTHER,101,MOTHER’S BOYFRIEND,102,GODFATHER,103,FRIEND OF MOTHER OR FATHER,nan,,nan,,nan,
213,228,f1e4a,Who was the person who was like a father to you?,1,Was there another man who was like a father to you when you were growing up?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
214,229,f1e5,"When you think about the kind of father you want to be, whom do you think of?",0,"When you think about the kind of father you want to be, what person do you think      of? [READ EACH CATEGORY]","When you think about the kind of father you want to be, what person do you think      of? [READ EACH CATEGORY]",1,Your real father,2,The man who was like a father to you,3,"Some other man, specify relationship",4,SPECIFY WHO,5,"OTHER, SPECIFY",101,UNCLE,102,GRANDFATHER,103,FRIEND,104,MYSELF,105,OWN IDEA,106,BILL COSBY,,"E6.       During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",nan,,nan,,nan,,nan,,nan,,nan,
215,230,f1e6a,During BM's preg did you receive any fin. supp.?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",Financial assistance of any kind           E6B,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
216,231,f1e6b1,Did you receive fin. supp. from your mother?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",NO,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
217,232,f1e6b2,Did you receive fin. supp. from your father?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",E6B2 FATHER,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
218,233,f1e6b3,Did you receive fin. supp. from other relative?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",E6B3 OTHER RELATIVES,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
219,234,f1e6b4,Did you receive fin. supp. from BM'S family?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",E6B4 BABY’S MOM’S FAMILY,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
220,235,f1e6b5,Did you receive fin. supp. from other?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive","E6B5 OTHER, NOT SPECIFIED",1,YES,2,NO,102,WIC,103,WELFARE,104,FRIENDS,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
221,236,f1e6c,During BM's preg did you receive a place to live?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",A place to live                                        E6D,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
222,237,f1e6d1,Did you receive a place to live from your mother?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",NO,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
223,238,f1e6d2,Did you receive a place to live from your father?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",E6D2 FATHER,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
224,239,f1e6d3,Did you receive a place to live from other relatives?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",E6D3 OTHER RELATIVES,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
225,240,f1e6d4,Did you receive a place to live from BM's family?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive",E6D4 BABY’S MOM’S FAMILY,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
226,241,f1e6d5,Did you receive a place to live from other?,1,"During [BABY’S MOTHER’S] pregnancy, did you receive any of the following    types of support from anyone besides [BABY’S MOTHER]? Did you receive","E6D5 OTHER, NOT SPECIFIED",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
227,242,f1e7a,"During next year, would someone in your fam. loan you $200?",1,"During the next year, if you needed help, could you count on someone in your family  to:",Loan you $200?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
228,243,f1e7b,"During next year, would someone in your fam. provide you a place to live?",1,"During the next year, if you needed help, could you count on someone in your family  to:",Provide a place to live?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
229,244,cf1adult,Constructed - # of adults 18 or older in the HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
230,245,cf1kids,Constructed - # of children under 18 in HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
231,246,cf1gdad,Constructed - Baby's grandfather in the HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
232,247,cf1gmom,Constructed - Baby's grandmother in the HH,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
233,248,f1f1a,Number of yrs lived in your neighborhood?,1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1A        NUMBER OF YEARS  oo           F1B        NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
234,249,f1f1b,Number of mon lived in your neighborhood?,1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1A        NUMBER OF YEARS  oo           F1B        NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
235,250,f1f1c,"Lived in your neighborhood, all your life?",1,Now I would like to ask you some questions about your neighborhood and the city      you live in,F1C      ALL MY LIFE,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
236,251,f1f2,Is the home/apt of your current residency owned or rented?,0,Is the home or apartment where you currently reside,Is the home or apartment where you currently reside,,F2. Is the home or apartment where you currently reside,1,Owned or being bought by someone in your family?,2,Rented?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
237,252,f1f3,Do you live in a public housing projects?,0,Do you live in a public housing project?,Do you live in a public housing project?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
238,253,f1f4,Is the fed/state/local government helping you to pay your rent?,0,"Is the federal, state, or local government helping to pay for your rent?","Is the federal, state, or local government helping to pay for your rent?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
239,254,f1f5,"How safe are streets by your home at night? (v.safe,safe,unsafe,v.unsafe)",0,"How safe are the streets around your home at night? Would you say they are very     safe, safe, unsafe, or very unsafe?","How safe are the streets around your home at night? Would you say they are very     safe, safe, unsafe, or very unsafe?",1,VERY SAFE,2,SAFE,3,UNSAFE,4,VERY UNSAFE,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
240,255,f1f6,About how often do you attend religious services?,0,About how often do you attend religious services?,About how often do you attend religious services?,1,Once a week or more,2,Several times a month,3,Several times a year,4,Hardly ever,5,Not at all,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
241,256,f1f7,What is your religious preference?,0,"What is your religious preference [IF NECESSARY: Is it Protestant, Catholic, Jewish, Muslim, some other religion, no religion?]?","What is your religious preference [IF NECESSARY: Is it Protestant, Catholic, Jewish, Muslim, some other religion, no religion?]?",1,NO RELIGION,2,PROTESTANT,3,CATHOLIC,4,JEWISH,5,MUSLIM,6,CHRISTIAN,7,BAPTIST,8,CHURCH OF CHRIST,9,EPISCOPALIAN,10,JEHOVAH’S WITNESS,11,LUTHERAN,12,METHODIST,13,PRESBYTERIAN,14,"OTHER, NOT SPECIFIED",101,PENTACOSTAL,102,CONSERVATIVE OTHER,103,LIBERAL OTHER,104,CONSERVATIVE PROTESTANT
242,257,f1f8,Can M receive welfare if she is married and living with her husband?,0,Now I’d like to ask you some questions about welfare and child support policies in      your city,Now I’d like to ask you some questions about welfare and child support policies in      your city,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
243,258,f1f9,Can M receive welfare if she is not married and lives with BF?,0,Can a mother receive welfare if she is not married and lives with her baby’s father?,Can a mother receive welfare if she is not married and lives with her baby’s father?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
244,259,f1f10a,How many years in total can a mother receive welfare?,1,How many months or years in total can a mother receive welfare?,F10A      NUMBER OF YEARS  oo           F10B      NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
245,260,f1f10b,How many months in total can a mother receive welfare?,1,How many months or years in total can a mother receive welfare?,F10A      NUMBER OF YEARS  oo           F10B      NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
246,261,f1f11a,How many yrs can a mother receive welfare before she is required to work?,1,How long can a mother receive welfare before she is required to work?,F11A      NUMBER OF YEARS  oo           F11B      NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
247,262,f1f11b,How many mos can a mother receive welfare before she is required to work?,1,How long can a mother receive welfare before she is required to work?,F11A      NUMBER OF YEARS  oo           F11B      NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
248,263,f1f12,Can a judge make F pay child support even if he wanted an abortion?,0,Can a judge make a father pay child support even if he wanted an abortion?,Can a judge make a father pay child support even if he wanted an abortion?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
249,264,f1f13,Can a blood test prove whether a man is really the child's father?,0,Can a blood test prove whether a man is really the father of the child?,Can a blood test prove whether a man is really the father of the child?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
250,265,f1f14,Did anyone at the hospital talk to you about establishing paternity?,0,Has anyone at the hospital talked to you or given you information about        establishing paternity?,Has anyone at the hospital talked to you or given you information about        establishing paternity?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
251,266,f1f15,"If F doesn't want to marry, how likely he will be required to pay ch. supp.?",0,"If a man gets a woman pregnant and doesn’t want to marry her, how likely is it that  he will be required to pay child support for the child","If a man gets a woman pregnant and doesn’t want to marry her, how likely is it that  he will be required to pay child support for the child",1,No chance,2,A little chance,3,A 50-50 chance,4,"A pretty good chance, or",5,An almost certain chance,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
252,267,f1g1,How is your health?,0,Now I have some questions about your health,Now I have some questions about your health,,Would you say it is,1,Excellent,2,Very good,3,Good,4,Fair,5,Poor,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
253,268,f1g2,"In the past 3 months, how often did you drink alcohol?",0,"In the past three months, about how often did you drink alcoholic beverages?           (HAND CARD 6)","In the past three months, about how often did you drink alcoholic beverages?           (HAND CARD 6)",1,NEARLY EVERY DAY,2,SEVERAL TIMES A WEEK,3,SEVERAL TIMES A MONTH,4,LESS THAN ONCE A MONTH,5,NEVER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
254,269,f1g2a,"In the past 3 months, did you ever drink more than 3 drinks a day ?",1,"In the past three months, about how often did you drink alcoholic beverages?           (HAND CARD 6)","In the past three months, was there ever a time when you had 3 or more                           drinks on the same day?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
255,270,f1g3,"In the past 3 months, how often did you use drugs?",0,"In the past three months, about how often did you use drugs such as marijuana,      crack cocaine, or heroin? (HAND CARD 6)","In the past three months, about how often did you use drugs such as marijuana,      crack cocaine, or heroin? (HAND CARD 6)",1,NEARLY EVERY DAY,2,SEVERAL TIMES A WEEK,3,SEVERAL TIMES A MONTH,4,LESS THAN ONCE A MONTH,5,NEVER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
256,271,f1g4,"In the past 3 months, how many cigarettes did you smoke a day?",0,"In the past three months, how many cigarettes did you smoke? Did you smoke…","In the past three months, how many cigarettes did you smoke? Did you smoke…",1,2 or more packs a day,2,1 or more but less than 2,3,Less than 1 pack a day,4,None,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
257,272,f1g5,"In the past year, has drinking/drugs interfered with work/relationships?",0,"In the past year, has drinking or using drugs ever interfered with your work on a job  or with your personal relationships?","In the past year, has drinking or using drugs ever interfered with your work on a job  or with your personal relationships?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
258,273,f1g6,Have you ever sought help for drugs/alcohol problems?,0,Have you ever sought help for or been treated for drug or alcohol problems?,Have you ever sought help for or been treated for drug or alcohol problems?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
259,274,f1g7,Are you very satisfied with yourself?,0,Next there are some questions about how you see yourself and your life,Next there are some questions about how you see yourself and your life,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
260,275,f1g8,Do you feel often that you are being pushed around in life?,0,Do you often feel that you are being pushed around in life?,Do you often feel that you are being pushed around in life?,1,YES,2,NO,7,usually don’t bother you?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
261,276,f1g9a,"In the past week, how often have things bothered you?",1,Next is a list of the ways you might have felt or behaved during the past week,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
262,277,f1g9b,"In the past week, how often was your appetite poor?",1,Next is a list of the ways you might have felt or behaved during the past week,Not feel like eating: your,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
263,278,f1g9c,"In the past week, how often could you not shake off the blues?",1,Next is a list of the ways you might have felt or behaved during the past week,Feel that you could not,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
264,279,f1g9d,"In the past week, how often did you have trouble concentrating?",1,Next is a list of the ways you might have felt or behaved during the past week,Have trouble keeping your mind,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
265,280,f1g9e,"In the past week, how often did you feel depressed?",1,Next is a list of the ways you might have felt or behaved during the past week,Feel depressed?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
266,281,f1g9f,"In the past week, how often did you feel everything was an effort?",1,Next is a list of the ways you might have felt or behaved during the past week,Feel that everything you did,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
267,282,f1g9g,"In the past week, how often did you feel fearful?",1,Next is a list of the ways you might have felt or behaved during the past week,Feel fearful?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
268,283,f1g9h,"In the past week, how often did you sleep restlessly?",1,Next is a list of the ways you might have felt or behaved during the past week,Sleep restlessly?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
